movie,genres,main_genre,subgenres,release_month,release_year,budget,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,ROI
Seeking a Friend for the End of the World,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",6,2012,mid,10000000,7078738,4688221,11766959,1766959,117.66958999999999
Bullet to the Head,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",2,2013,high,55000000,9489829,13108140,22597969,-32402031,41.087216363636365
3 Backyards,Drama,Drama,[],3,2011,low,300000,39475,0,39475,-260525,13.158333333333333
There Be Dragons,"Biography,Drama,War",Biography,"['Drama', 'War']",5,2011,mid,36000000,1069334,2951656,4020990,-31979010,11.169416666666667
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",8,2011,high,93000000,176760185,294226015,470986200,377986200,506.43677419354833
It's a Wonderful Afterlife,"Comedy,Drama,Fantasy",Comedy,"['Drama', 'Fantasy']",10,2010,mid,10000000,0,1642939,1642939,-8357061,16.429389999999998
The Last Exorcism,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",8,2010,low,1800000,41034350,29131550,70165900,68365900,3898.105555555556
The Expendables,"Action,Adventure,Thriller",Action,"['Adventure', 'Thriller']",8,2010,high,82000000,103068524,165199650,268268174,186268174,327.1563097560976
Gulliver's Travels,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",12,2010,high,112000000,42779261,189238587,232017848,120017848,207.15879285714288
The Reef,"Adventure,Drama,Horror",Adventure,"['Drama', 'Horror']",12,2010,mid,10000000,0,15037867,15037867,5037867,150.37867
Death at a Funeral,Comedy,Comedy,[],4,2010,mid,21000000,42739347,6237886,48977233,27977233,233.22491904761904
The Beaver,Drama,Drama,[],5,2011,mid,21000000,970816,4075222,5046038,-15953962,24.02875238095238
Gangster Squad,"Action,Crime,Drama",Action,"['Crime', 'Drama']",1,2013,high,60000000,46000903,58100000,104100903,44100903,173.50150499999998
August: Osage County,"Comedy,Drama",Comedy,['Drama'],12,2013,mid,25000000,37738810,13000000,50738810,25738810,202.95524
Despicable Me,"Animation,Comedy,Family",Animation,"['Comedy', 'Family']",7,2010,high,69000000,251513985,291950588,543464573,474464573,787.6298159420289
The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",Adventure,"['Drama', 'Fantasy']",6,2010,high,68000000,300531751,405571077,706102828,638102828,1038.3865117647058
The Lucky One,"Drama,Romance",Drama,['Romance'],4,2012,mid,25000000,60457138,36176695,96633833,71633833,386.535332
Lee Daniels' The Butler,"Biography,Drama",Biography,['Drama'],8,2013,mid,30000000,116632095,60393403,177025498,147025498,590.0849933333334
Movie 43,Comedy,Comedy,[],1,2013,mid,10000000,8840453,22324294,31164747,21164747,311.64747
Arthur,"Comedy,Romance",Comedy,['Romance'],4,2011,mid,40000000,33035397,14752546,47787943,7787943,119.4698575
47 Ronin,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",12,2013,high,175000000,38362475,113354340,151716815,-23283185,86.69532285714286
Rock of Ages,"Comedy,Drama,Musical",Comedy,"['Drama', 'Musical']",6,2012,high,70000000,38518613,22513319,61031932,-8968068,87.18847428571429
Cyrus,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",6,2010,mid,7000000,7468936,2593960,10062896,3062896,143.75565714285713
Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",12,2011,mid,21000000,24149393,57303418,81452811,60452811,387.87052857142857
Four Lions,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",11,2010,low,3750000,310007,2126104,2436111,-1313889,64.96296000000001
The Great Gatsby,"Drama,Romance",Drama,['Romance'],5,2013,high,190000000,144840419,206200000,351040419,161040419,184.7581152631579
Dredd,"Action,Crime,Sci-Fi",Action,"['Crime', 'Sci-Fi']",9,2012,mid,45000000,13414714,28052892,41467606,-3532394,92.15023555555555
The Dark Knight Rises,"Action,Thriller",Action,['Thriller'],7,2012,high,275000000,448139099,636300000,1084439099,809439099,394.3414905454545
Jack the Giant Slayer,"Adventure,Fantasy",Adventure,['Fantasy'],3,2013,high,195000000,65187603,132500000,197687603,2687603,101.37825794871796
If I Stay,"Drama,Fantasy,Music",Drama,"['Fantasy', 'Music']",8,2014,mid,11000000,50474843,27881327,78356170,67356170,712.3288181818182
The Infiltrator,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",7,2016,mid,47500000,15436808,5281296,20718104,-26781896,43.61706105263158
Passengers,"Drama,Romance,Sci-Fi",Drama,"['Romance', 'Sci-Fi']",12,2016,high,110000000,100014699,202224973,302239672,192239672,274.7633381818182
Black Mass,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",9,2015,high,53000000,62575678,36262194,98837872,45837872,186.48655094339622
The Extra Man,Comedy,Comedy,[],7,2010,mid,7000000,453377,38731,492108,-6507892,7.030114285714285
Tomb Raider,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",3,2018,high,90000000,58250803,215226698,273477501,183477501,303.86389
Lowriders,"Adventure,Crime,Drama",Adventure,"['Crime', 'Drama']",5,2017,low,916000,6179955,8466,6188421,5272421,675.5918122270742
The Cold Light of Day,"Action,Thriller",Action,['Thriller'],9,2012,mid,20000000,3763583,21597623,25361206,5361206,126.80602999999999
Cloud Atlas,"Action,Drama,Mystery",Action,"['Drama', 'Mystery']",10,2012,high,102000000,27108272,103564882,130673154,28673154,128.11093529411767
Made in Dagenham,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",11,2010,mid,8000000,1095369,14548827,15644196,7644196,195.55245000000002
Pride and Prejudice and Zombies,"Action,Comedy,Horror",Action,"['Comedy', 'Horror']",2,2016,mid,28000000,10907291,5731009,16638300,-11361700,59.4225
Inception,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",7,2010,high,160000000,292576195,542948447,835524642,675524642,522.20290125
Grown Ups,Comedy,Comedy,[],6,2010,high,75000000,162001186,110222244,272223430,197223430,362.9645733333333
Gunless,"Action,Comedy,Drama",Action,"['Comedy', 'Drama']",4,2010,mid,9900000,458054,0,458054,-9441946,4.626808080808081
The Adjustment Bureau,"Romance,Sci-Fi,Thriller",Romance,"['Sci-Fi', 'Thriller']",3,2011,high,50200000,62495645,64435680,126931325,76731325,252.85124501992033
Cop Out,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",2,2010,mid,37000000,44875481,11034429,55909910,18909910,151.10786486486487
The Other Guys,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",8,2010,high,100000000,119219978,51716492,170936470,70936470,170.93647
Suicide Squad,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",8,2016,high,175000000,325100054,420959833,746059887,571059887,426.31993542857145
Downsizing,"Drama,Sci-Fi",Drama,['Sci-Fi'],12,2017,high,68000000,24449754,30013217,54462971,-13537029,80.0926044117647
We Bought a Zoo,"Comedy,Drama,Family",Comedy,"['Drama', 'Family']",12,2011,high,50000000,75624550,43104523,118729073,68729073,237.458146
In the Heart of the Sea,"Action,Adventure,Biography",Action,"['Adventure', 'Biography']",12,2015,high,100000000,25020758,64672551,89693309,-10306691,89.693309
The Lost Medallion: The Adventures of Billy Stone,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",3,2013,low,2500000,549632,0,549632,-1950368,21.98528
